country_code,country,year,value
JPN,Japan,2011,6279422550218.7
JPN,Japan,2012,6333803928787.76
JPN,Japan,2013,5272297037396.96
JPN,Japan,2014,4985763289560.81
JPN,Japan,2015,4534438580494.94
JPN,Japan,2016,5110357383254.44
JPN,Japan,2017,5038231631660.71
JPN,Japan,2018,5154293721629.56
JPN,Japan,2019,5245755000479.03
JPN,Japan,2020,5189197543645.38
JPN,Japan,2021,5225933520753.1
JPN,Japan,2022,4447976207314.78
JPN,Japan,2023,4384854269961.93
JPN,Japan,2024,4190008188358.57
JPN,Japan,2025,4435162999976.94
KOR,"Korea, Rep.",2000,597487173479.109
KOR,"Korea, Rep.",2001,567564806235.441
KOR,"Korea, Rep.",2002,650014391470.21
KOR,"Korea, Rep.",2003,728516494684.269
KOR,"Korea, Rep.",2004,823251107638.814
KOR,"Korea, Rep.",2005,971740329983.878
KOR,"Korea, Rep.",2006,1095175538508.19
KOR,"Korea, Rep.",2007,1220911904593.06
KOR,"Korea, Rep.",2008,1091580692542.34
KOR,"Korea, Rep.",2009,983065242417.36
KOR,"Korea, Rep.",2010,1192830015737.68
KOR,"Korea, Rep.",2011,1307103477219.1
KOR,"Korea, Rep.",2012,1335343586437.67
KOR,"Korea, Rep.",2013,1434669686501.84
KOR,"Korea, Rep.",2014,1556252422020.44
KOR,"Korea, Rep.",2015,1539212301135.55
KOR,"Korea, Rep.",2016,1579150518945.44
KOR,"Korea, Rep.",2017,1710196756713.17
KOR,"Korea, Rep.",2018,1824251454306.83
KOR,"Korea, Rep.",2019,1751045752054.63
KOR,"Korea, Rep.",2020,1744070276373.34
KOR,"Korea, Rep.",2021,1942313560965.9
KOR,"Korea, Rep.",2022,1799363116866.52
KOR,"Korea, Rep.",2023,1844800934391.54
KOR,"Korea, Rep.",2024,1875388209406.8
KOR,"Korea, Rep.",2025,1872374961553.15
SAU,Saudi Arabia,2000,189514933333.333
SAU,Saudi Arabia,2001,184137600000.0
SAU,Saudi Arabia,2002,189605866666.667
SAU,Saudi Arabia,2003,215807733333.333
SAU,Saudi Arabia,2004,258742133333.333
SAU,Saudi Arabia,2005,328459608764.111
SAU,Saudi Arabia,2006,376900133511.348
SAU,Saudi Arabia,2007,415964509673.115
SAU,Saudi Arabia,2008,519796800000.0
SAU,Saudi Arabia,2009,429097866666.667
SAU,Saudi Arabia,2010,528207466666.667
SAU,Saudi Arabia,2011,680660800000.0
SAU,Saudi Arabia,2012,751921333333.333
SAU,Saudi Arabia,2013,769755733333.333
SAU,Saudi Arabia,2014,787153066666.667
SAU,Saudi Arabia,2015,693414400000.0
SAU,Saudi Arabia,2016,689279466666.667
SAU,Saudi Arabia,2017,741266133333.333
SAU,Saudi Arabia,2018,886564800000.0
SAU,Saudi Arabia,2019,888890133333.333
SAU,Saudi Arabia,2020,767951200000.0
SAU,Saudi Arabia,2021,982661066666.667
SAU,Saudi Arabia,2022,1239075200000.0
SAU,Saudi Arabia,2023,1218584800000.0
SAU,Saudi Arabia,2024,1254140800000.0
SAU,Saudi Arabia,2025,1276942933333.33
SGP,Singapore,2000,96076539925.7409
SGP,Singapore,2001,89793790669.6515
SGP,Singapore,2002,92538372869.6942
SGP,Singapore,2003,97646401095.6369
SGP,Singapore,2004,115033593101.049
SGP,Singapore,2005,127807848728.398
SGP,Singapore,2006,148627286361.351
SGP,Singapore,2007,180941701357.97
SGP,Singapore,2008,193617323539.203
SGP,Singapore,2009,194150283771.566
SGP,Singapore,2010,239807980591.24
SGP,Singapore,2011,279356499090.458
SGP,Singapore,2012,295092888076.589
SGP,Singapore,2013,307576360584.992
SGP,Singapore,2014,314863580758.455
SGP,Singapore,2015,307998545269.398
SGP,Singapore,2016,320759207438.623
SGP,Singapore,2017,344795119213.571
SGP,Singapore,2018,377976367877.038
SGP,Singapore,2019,376827390962.044
SGP,Singapore,2020,351226533656.292
SGP,Singapore,2021,441110903524.645
SGP,Singapore,2022,514252535238.749
SGP,Singapore,2023,511181761243.76
SGP,Singapore,2024,572877260178.427
SGP,Singapore,2025,603869516998.738
USA,United States,2000,10250952000000.0
USA,United States,2001,10581929000000.0
USA,United States,2002,10929108000000.0
USA,United States,2003,11456450000000.0
USA,United States,2004,12217196000000.0
USA,United States,2005,13039197000000.0
USA,United States,2006,13815583000000.0
USA,United States,2007,14474228000000.0
USA,United States,2008,14769862000000.0
USA,United States,2009,14478067000000.0
USA,United States,2010,15048971000000.0
USA,United States,2011,15599732000000.0
USA,United States,2012,16253970000000.0
USA,United States,2013,16880683000000.0
USA,United States,2014,17608138000000.0
USA,United States,2015,18295019000000.0
USA,United States,2016,18804913000000.0
USA,United States,2017,19612102000000.0
USA,United States,2018,20656516000000.0
USA,United States,2019,21539982000000.0
USA,United States,2020,21375281000000.0
USA,United States,2021,23725645000000.0
USA,United States,2022,26054614000000.0
USA,United States,2023,27811517000000.0
USA,United States,2024,29298013000000.0
USA,United States,2025,30769700000000.0
